GEO.id,GEO.id2,GEO.display-label,POPGROUP.id,POPGROUP.display-label,EST_VC11,MOE_VC11,EST_VC12,MOE_VC12,EST_VC13,MOE_VC13,EST_VC15,MOE_VC15,EST_VC16,MOE_VC16,EST_VC17,MOE_VC17,EST_VC18,MOE_VC18,EST_VC19,MOE_VC19,EST_VC20,MOE_VC20,EST_VC21,MOE_VC21,EST_VC22,MOE_VC22,EST_VC23,MOE_VC23,EST_VC25,MOE_VC25,EST_VC32,MOE_VC32,EST_VC33,MOE_VC33,EST_VC34,MOE_VC34,EST_VC36,MOE_VC36,EST_VC37,MOE_VC37,EST_VC38,MOE_VC38,EST_VC40,MOE_VC40,EST_VC41,MOE_VC41,EST_VC42,MOE_VC42,EST_VC44,MOE_VC44,EST_VC45,MOE_VC45,EST_VC46,MOE_VC46,EST_VC48,MOE_VC48,EST_VC49,MOE_VC49,EST_VC50,MOE_VC50,EST_VC123,MOE_VC123,EST_VC124,MOE_VC124,EST_VC125,MOE_VC125,EST_VC126,MOE_VC126,EST_VC127,MOE_VC127,EST_VC128,MOE_VC128,EST_VC130,MOE_VC130,EST_VC131,MOE_VC131,EST_VC132,MOE_VC132,EST_VC133,MOE_VC133,EST_VC134,MOE_VC134,EST_VC135,MOE_VC135,EST_VC139,MOE_VC139,EST_VC300,MOE_VC300
0400000US05,05,Arkansas,002,White alone,2307951,5816,49.2,0.1,50.8,0.1,5.9,0.1,16.3,0.1,9.2,0.1,12.4,0.1,12.5,0.1,13.8,0.1,13.0,0.1,9.7,0.1,7.3,0.1,40.3,0.2,510724,2861,51.3,0.4,48.7,0.4,1797227,3740,48.6,0.1,51.4,0.1,498003,3212,50.7,0.3,49.3,0.3,907318,2692,49.3,0.1,50.7,0.1,391906,847,44.4,0.1,55.6,0.1,1586042,3765,13.7,0.4,35.3,0.6,28.9,0.6,14.6,0.5,7.4,0.4,86.3,0.4,85.3,0.6,87.2,0.5,22.1,0.6,21.6,0.6,22.5,0.8,526349,2756,42740,845
0400000US05,05,Arkansas,004,Black or African American alone,462182,3398,48.2,0.5,51.8,0.5,7.9,0.3,21.3,0.4,12.0,0.5,14.5,0.6,12.2,0.5,12.8,0.4,11.0,0.3,4.9,0.3,3.5,0.2,30.8,0.4,134824,2041,52.1,1.2,47.9,1.2,327358,2447,46.5,0.4,53.5,0.4,122308,2734,48.2,0.9,51.8,0.9,166194,2525,46.6,0.6,53.4,0.6,38856,1391,40.9,1.5,59.1,1.5,271996,2735,19.9,1.0,37.6,1.6,28.8,1.3,9.5,1.2,4.2,0.6,80.1,1.0,78.5,1.6,81.4,1.3,13.7,1.2,11.2,1.4,15.7,1.6,122847,1861,25256,1165
0400000US06,06,California,002,White alone,23628545,58000,50.0,0.1,50.0,0.1,6.0,0.1,16.5,0.1,9.8,0.1,13.7,0.1,13.0,0.1,14.2,0.1,12.4,0.1,7.7,0.1,6.5,0.1,38.1,0.1,5314165,28447,51.1,0.2,48.9,0.2,18314380,37783,49.7,0.1,50.3,0.1,5566396,20382,52.1,0.1,47.9,0.1,9373499,21418,50.1,0.1,49.9,0.1,3374485,7651,44.3,0.1,55.7,0.1,15989024,31004,16.0,0.1,20.8,0.1,31.4,0.2,19.9,0.2,12.0,0.1,84.0,0.1,83.6,0.2,84.5,0.2,31.9,0.2,32.8,0.2,31.0,0.2,5640893,20397,61419,291
0400000US06,06,California,004,Black or African American alone,2263723,17267,49.5,0.2,50.5,0.2,6.1,0.2,17.7,0.3,11.8,0.2,14.0,0.2,13.2,0.2,15.1,0.1,11.6,0.1,6.2,0.1,4.4,0.1,35.4,0.3,537298,10273,51.9,0.7,48.1,0.7,1726425,10193,48.8,0.2,51.2,0.2,584001,7667,51.1,0.4,48.9,0.4,903271,5399,49.2,0.3,50.8,0.3,239153,2391,41.9,0.5,58.1,0.5,1458497,7849,11.7,0.5,24.1,0.6,42.4,0.7,14.3,0.5,7.5,0.4,88.3,0.5,87.2,0.8,89.3,0.6,21.8,0.6,20.7,0.9,22.7,0.7,591491,7081,41275,723
0400000US06,06,California,006,"American Indian and Alaska Native alone (300, A01-Z99)",285342,11914,49.0,1.2,51.0,1.2,6.5,0.8,18.5,1.0,11.3,1.0,14.8,1.1,13.4,1.0,14.6,1.0,12.0,0.8,5.6,0.5,3.3,0.4,34.1,1.1,71355,5372,49.0,2.7,51.0,2.7,213987,8237,49.0,1.3,51.0,1.3,74563,4867,49.0,3.1,51.0,3.1,114194,5111,50.0,1.6,50.0,1.6,25230,1771,44.0,3.6,56.0,3.6,181610,7139,23.8,1.7,27.1,1.5,34.9,1.8,9.5,1.1,4.7,0.8,76.2,1.7,74.0,2.3,78.3,2.0,14.2,1.1,13.3,1.5,15.1,1.8,76347,3785,40116,2520
0400000US06,06,California,012,Asian alone (400-499),5120354,18065,47.3,0.1,52.7,0.1,5.2,0.1,14.6,0.1,9.6,0.1,15.3,0.1,16.0,0.1,14.6,0.1,12.2,0.1,7.0,0.1,5.5,0.1,38.4,0.1,1014150,9548,51.1,0.3,48.9,0.3,4106204,12455,46.3,0.1,53.7,0.1,1273424,8463,49.1,0.3,50.9,0.3,2192222,7204,45.8,0.1,54.2,0.1,640558,3237,42.7,0.2,57.3,0.2,3614707,10352,13.8,0.3,14.5,0.4,22.7,0.4,31.8,0.5,17.2,0.4,86.2,0.3,88.7,0.4,84.2,0.4,49.0,0.6,50.3,0.7,47.9,0.6,1426261,7226,74715,1277
0400000US06,06,California,050,Native Hawaiian and Other Pacific Islander alone (500-599),146712,4467,48.9,1.3,51.1,1.3,6.9,0.9,17.0,1.0,12.8,1.0,16.3,1.4,16.1,1.2,14.0,1.1,10.3,0.9,4.4,0.8,2.2,0.7,32.8,0.8,35007,2231,48.5,3.3,51.5,3.3,111705,3238,49.0,1.3,51.0,1.3,42679,2701,53.6,2.6,46.4,2.6,59367,2287,46.8,2.2,53.2,2.2,9659,1334,42.0,6.8,58.0,6.8,92874,2849,17.0,2.0,28.1,2.8,38.8,2.7,12.5,2.0,3.6,0.9,83.0,2.0,83.5,2.7,82.4,2.8,16.1,2.3,16.3,3.6,16.0,2.8,42426,2168,57184,4597
0400000US06,06,California,070,Some other race alone,4912894,55894,51.0,0.3,49.0,0.3,8.9,0.2,22.6,0.3,13.4,0.2,17.1,0.2,15.2,0.2,11.5,0.2,6.6,0.1,2.7,0.1,1.8,0.1,27.7,0.2,1549564,27986,51.0,0.5,49.0,0.5,3363330,35837,51.1,0.3,48.9,0.3,1501221,17858,52.2,0.5,47.8,0.5,1638003,21911,51.2,0.4,48.8,0.4,224106,7337,42.7,1.2,57.3,1.2,2702812,29823,44.2,0.6,25.3,0.5,22.2,0.4,5.9,0.3,2.3,0.2,55.8,0.6,55.1,0.7,56.4,0.8,8.2,0.3,7.3,0.4,9.1,0.5,1378429,18530,41755,486
0400000US08,08,Colorado,002,White alone,4376673,16745,50.1,0.1,49.9,0.1,6.0,0.1,16.3,0.1,9.4,0.1,14.4,0.1,13.5,0.1,14.3,0.1,13.2,0.1,7.5,0.1,5.4,0.1,37.8,0.1,975972,8458,51.4,0.3,48.6,0.3,3400701,9797,49.7,0.1,50.3,0.1,1042657,6327,51.8,0.2,48.2,0.2,1796189,5587,49.9,0.1,50.1,0.1,561855,2054,44.9,0.1,55.1,0.1,2987154,8671,7.9,0.3,21.5,0.4,31.5,0.4,24.9,0.4,14.2,0.3,92.1,0.3,91.5,0.4,92.8,0.3,39.1,0.5,39.6,0.5,38.7,0.6,1051044,6339,59255,765
0400000US08,08,Colorado,004,Black or African American alone,218292,5494,53.5,1.0,46.5,1.0,7.3,0.6,21.0,0.9,12.0,0.9,15.2,0.8,13.4,0.6,14.3,0.7,9.6,0.5,4.4,0.4,2.7,0.2,31.1,0.6,61928,3410,53.1,2.1,46.9,2.1,156364,3226,53.6,1.1,46.4,1.1,59312,2475,54.6,2.1,45.4,2.1,81498,1851,54.6,1.3,45.4,1.3,15554,873,44.4,1.9,55.6,1.9,130236,2928,11.1,1.7,25.6,2.0,39.6,2.4,14.1,2.0,9.5,1.3,88.9,1.7,89.3,2.2,88.4,2.0,23.7,2.3,23.9,3.0,23.4,2.7,53501,2166,39941,3708
0400000US08,08,Colorado,012,Asian alone (400-499),147082,4322,45.8,0.9,54.2,0.9,6.9,0.7,16.2,1.0,9.6,0.9,17.7,1.0,17.3,1.1,13.7,0.8,10.1,0.6,5.3,0.6,3.2,0.6,34.8,0.6,34015,2416,47.2,3.0,52.8,3.0,113067,2564,45.4,0.9,54.6,0.9,40142,1844,51.2,1.8,48.8,1.8,60442,2117,43.1,1.5,56.9,1.5,12483,785,38.2,2.6,61.8,2.6,98886,2342,15.5,2.3,15.0,1.7,20.8,2.2,28.2,2.8,20.6,2.3,84.5,2.3,86.3,2.9,83.1,2.9,48.7,3.0,52.2,3.9,46.0,3.9,44131,2107,63755,5274
0400000US08,08,Colorado,070,Some other race alone,219565,13256,50.7,1.5,49.3,1.5,8.6,1.1,22.5,1.3,11.9,1.3,17.1,1.4,15.9,1.3,11.8,1.2,7.1,0.8,3.5,0.6,1.5,0.3,29.1,1.0,68400,6605,48.3,3.0,51.7,3.0,151165,8343,51.8,1.7,48.2,1.7,63750,5090,53.7,3.2,46.3,3.2,76541,5021,51.0,2.3,49.0,2.3,10874,1482,46.9,5.1,53.1,5.1,125032,7302,37.0,2.9,29.9,2.3,21.9,1.9,7.1,1.2,4.1,1.3,63.0,2.9,61.1,3.8,65.0,3.3,11.2,1.8,9.7,1.9,12.8,2.5,59906,4587,33589,2791
0400000US09,09,Connecticut,002,White alone,2804972,10799,48.6,0.1,51.4,0.1,4.7,0.1,15.4,0.1,8.7,0.1,11.1,0.1,12.2,0.1,16.6,0.1,14.4,0.1,8.8,0.1,8.2,0.1,43.5,0.2,562414,5324,51.2,0.3,48.8,0.3,2242558,7411,48.0,0.1,52.0,0.1,553834,4538,50.8,0.3,49.2,0.3,1209997,4110,48.8,0.1,51.2,0.1,478727,1202,42.8,0.1,57.2,0.1,1999459,6355,8.5,0.4,27.3,0.5,25.0,0.5,21.8,0.5,17.4,0.4,91.5,0.4,91.2,0.5,91.8,0.5,39.2,0.5,39.7,0.7,38.7,0.6,642086,4509,72469,918
0400000US09,09,Connecticut,004,Black or African American alone,366350,6418,47.9,0.5,52.1,0.5,6.9,0.4,19.3,0.7,13.0,0.5,13.8,0.5,13.7,0.5,14.3,0.5,9.9,0.3,5.5,0.2,3.6,0.2,33.0,0.6,95963,3505,51.3,1.5,48.7,1.5,270387,4413,46.6,0.6,53.4,0.6,98246,2650,50.0,1.3,50.0,1.3,138940,2872,46.2,0.8,53.8,0.8,33201,1015,38.4,1.4,61.6,1.4,222724,3397,14.8,1.2,35.6,2.0,30.3,2.0,11.7,1.3,7.5,1.1,85.2,1.2,83.5,1.5,86.6,1.7,19.3,1.8,18.3,2.3,20.1,2.1,101665,2717,38051,2567
0400000US09,09,Connecticut,012,Asian alone (400-499),147830,2290,47.8,0.8,52.2,0.8,7.4,0.5,17.5,0.9,9.8,0.8,18.3,1.0,18.7,0.7,12.9,0.6,9.0,0.4,4.0,0.4,2.2,0.4,33.3,0.5,36909,1727,49.3,1.9,50.7,1.9,110921,1847,47.2,0.8,52.8,0.8,41610,1999,47.5,1.8,52.5,1.8,60090,1340,47.5,0.9,52.5,0.9,9221,493,44.4,2.8,55.6,2.8,96367,1321,10.4,1.6,12.2,1.8,14.6,1.9,27.3,2.1,35.5,2.2,89.6,1.6,92.2,1.7,87.4,1.9,62.8,2.7,66.6,3.1,59.6,3.2,46382,1158,91168,6028
0400000US09,09,Connecticut,070,Some other race alone,163423,10914,52.4,2.0,47.6,2.0,6.5,1.1,22.4,1.7,12.1,1.2,19.3,1.7,17.7,1.5,12.4,1.5,5.2,0.9,3.5,0.7,0.9,0.3,30.1,0.8,47290,5130,50.7,3.1,49.3,3.1,116133,7419,53.1,2.3,46.9,2.3,51351,4447,55.1,3.6,44.9,3.6,57590,4354,52.4,2.8,47.6,2.8,7192,1282,43.6,6.6,56.4,6.6,96373,5998,30.2,2.4,34.8,2.8,21.8,2.3,9.6,2.0,3.6,1.3,69.8,2.4,68.6,3.8,71.2,3.3,13.2,2.3,13.1,2.9,13.4,2.8,47347,3659,33570,3947
0400000US10,10,Delaware,002,White alone,639294,3995,48.7,0.2,51.3,0.2,5.3,0.1,14.2,0.2,9.5,0.2,11.8,0.2,11.6,0.2,15.0,0.2,14.3,0.1,10.4,0.1,7.9,0.1,42.9,0.4,124383,1858,50.9,0.8,49.1,0.8,514911,2800,48.1,0.2,51.9,0.2,136674,1964,49.9,0.6,50.1,0.6,261171,1573,48.8,0.2,51.2,0.2,117066,741,44.6,0.2,55.4,0.2,453976,2553,10.5,0.8,31.3,1.0,27.5,1.0,19.0,0.9,11.8,0.8,89.5,0.8,88.2,1.1,90.7,0.9,30.8,1.2,30.8,1.5,30.7,1.5,146389,2069,61824,1451
0400000US10,10,Delaware,004,Black or African American alone,196950,2945,47.3,0.5,52.7,0.5,6.6,0.6,20.1,0.7,11.7,0.5,13.2,0.4,13.3,0.5,14.9,0.4,10.7,0.2,5.8,0.1,3.6,0.1,33.5,0.5,52576,2088,51.4,1.6,48.6,1.6,144374,1714,45.8,0.5,54.2,0.5,49022,1224,48.4,1.3,51.6,1.3,76776,1306,45.2,0.6,54.8,0.6,18576,164,41.4,0.5,58.6,0.5,121408,1414,13.7,1.5,36.0,2.6,29.4,1.9,13.9,1.9,6.9,1.3,86.3,1.5,86.1,2.3,86.4,2.0,20.8,2.3,17.3,2.7,23.7,3.0,54136,1331,45453,3411
0400000US11,11,District of Columbia,002,White alone,250657,4014,49.3,0.4,50.7,0.4,5.3,0.3,5.8,0.3,14.4,0.3,31.2,0.5,14.8,0.4,9.9,0.3,8.8,0.2,5.9,0.2,4.0,0.1,32.1,0.3,27800,1317,49.5,1.9,50.5,1.9,222857,3214,49.3,0.4,50.7,0.4,114142,1803,46.8,0.6,53.2,0.6,83955,1934,53.5,0.7,46.5,0.7,24760,483,46.0,1.1,54.0,1.1,186873,3041,3.5,1.0,4.0,0.8,7.3,0.9,34.2,2.0,51.0,1.8,96.5,1.0,96.1,1.6,96.9,0.9,85.2,1.6,85.6,2.1,84.8,1.9,86070,1729,108699,3251
0400000US11,11,District of Columbia,004,Black or African American alone,313224,2333,45.3,0.2,54.7,0.2,6.2,0.2,15.3,0.2,11.8,0.2,13.9,0.2,11.4,0.2,14.2,0.2,13.1,0.1,7.4,0.1,6.7,0.1,37.2,0.5,67396,1198,50.5,0.6,49.5,0.6,245828,1716,43.9,0.2,56.1,0.2,80558,1115,45.4,0.5,54.6,0.5,121241,1071,45.2,0.3,54.8,0.3,44029,284,37.4,0.3,62.6,0.3,208894,1589,16.9,1.2,32.1,1.7,26.7,1.5,13.1,1.2,11.1,1.0,83.1,1.2,81.2,1.8,84.5,1.4,24.2,1.8,23.0,2.6,25.2,2.0,83747,1031,39139,2207
0400000US12,12,Florida,002,White alone,14742516,22798,49.0,0.1,51.0,0.1,4.8,0.1,13.6,0.1,8.4,0.1,11.6,0.1,12.2,0.1,14.5,0.1,13.7,0.1,11.2,0.1,9.9,0.1,44.5,0.1,2713827,11459,51.2,0.2,48.8,0.2,12028689,15630,48.5,0.1,51.5,0.1,2949784,8429,51.1,0.1,48.9,0.1,5960127,10984,49.1,0.1,50.9,0.1,3118778,4089,45.1,0.1,54.9,0.1,10787943,13361,11.9,0.2,29.7,0.3,30.2,0.2,18.2,0.2,10.0,0.2,88.1,0.2,87.2,0.3,88.9,0.2,28.2,0.2,29.6,0.3,26.9,0.3,3220106,10912,47731,386
